USERID;MAXV;MAXP;MAXWC;TRAIN_SIZE;TEST_SIZE;CORRECT;UNCERTAIN;INCORRECT;CORRECTP;UNCERTAINP;INCORRECTP;CORRECT_UDISCARDEDP;TRAIN_TIME;THEORY
3;1;1;3;143;51;30;0;21;0.5882352941176471;0.0;0.4117647058823529;0.5882352941176471;28.119;:~ value(pc19,V1).[-V1@1, V1] 
3;2;2;3;143;51;31;0;20;0.6078431372549019;0.0;0.39215686274509803;0.6078431372549019;35.98;:~ value(pc4,V1).[-V1@1, V1] :~ value(pc19,V1).[-V1@2, V1] 
3;3;3;3;143;51;32;0;19;0.6274509803921569;0.0;0.37254901960784315;0.6274509803921569;45.022;:~ value(pc10,V1).[V1@2, V1] :~ value(pc19,V1).[-V1@3, V1] 
3;4;4;3;143;51;31;0;20;0.6078431372549019;0.0;0.39215686274509803;0.6078431372549019;54.471;:~ value(pc4,V1).[-V1@3, V1] :~ value(pc19,V1).[-V1@4, V1] 
3;5;5;3;143;51;32;0;19;0.6274509803921569;0.0;0.37254901960784315;0.6274509803921569;64.378;:~ value(pc10,V1).[V1@4, V1] :~ value(pc19,V1).[-V1@5, V1] 
4;1;1;3;147;48;28;0;20;0.5833333333333334;0.0;0.4166666666666667;0.5833333333333334;21.179;:~ value(pc9,V1).[V1@1, V1] 
4;2;2;3;147;48;28;0;20;0.5833333333333334;0.0;0.4166666666666667;0.5833333333333334;27.703;:~ value(pc1,V1).[-V1@1, V1] :~ value(pc9,V1).[V1@2, V1] 
4;3;3;3;147;48;28;0;20;0.5833333333333334;0.0;0.4166666666666667;0.5833333333333334;33.477;:~ value(pc1,V1).[-V1@2, V1] :~ value(pc9,V1).[V1@3, V1] 
4;4;4;3;147;48;28;0;20;0.5833333333333334;0.0;0.4166666666666667;0.5833333333333334;39.562;:~ value(pc1,V1).[-V1@3, V1] :~ value(pc9,V1).[V1@4, V1] 
4;5;5;3;147;48;28;0;20;0.5833333333333334;0.0;0.4166666666666667;0.5833333333333334;46.264;:~ value(pc6,V1).[-V1@3, V1] :~ value(pc9,V1).[V1@5, V1] 
7;1;1;3;144;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;24.504;:~ value(pc7,V1).[V1@1, V1] 
7;2;2;3;144;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;32.434;:~ value(pc7,V1).[V1@2, V1] :~ value(pc0,V1).[V1@1, V1] 
7;3;3;3;144;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;39.089;:~ value(pc9,V1).[V1@2, V1] :~ value(pc7,V1).[V1@3, V1] 
7;4;4;3;144;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;46.143;:~ value(pc7,V1).[V1@4, V1] :~ value(pc9,V1).[V1@3, V1] 
7;5;5;3;144;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;52.92;:~ value(pc7,V1).[V1@5, V1] :~ value(pc11,V1).[-V1@4, V1] 
11;1;1;3;154;52;43;0;9;0.8269230769230769;0.0;0.17307692307692307;0.8269230769230769;19.864;:~ value(pc7,V1).[V1@1, V1] 
11;2;2;3;154;52;43;0;9;0.8269230769230769;0.0;0.17307692307692307;0.8269230769230769;24.825;:~ value(pc7,V1).[V1@2, V1] :~ value(pc16,V1).[-V1@1, V1] 
11;3;3;3;154;52;43;0;9;0.8269230769230769;0.0;0.17307692307692307;0.8269230769230769;31.467;:~ value(pc16,V1).[-V1@2, V1] :~ value(pc7,V1).[V1@3, V1] 
11;4;4;3;154;52;43;0;9;0.8269230769230769;0.0;0.17307692307692307;0.8269230769230769;38.018;:~ value(pc7,V1).[V1@4, V1] :~ value(pc16,V1).[-V1@2, V1] 
11;5;5;3;154;52;43;0;9;0.8269230769230769;0.0;0.17307692307692307;0.8269230769230769;42.668;:~ value(pc7,V1).[V1@5, V1] :~ value(pc16,V1).[-V1@4, V1] 
14;1;1;3;150;50;31;0;19;0.62;0.0;0.38;0.62;31.567;:~ value(pc2,V1).[-V1@1, V1] 
14;2;2;3;150;50;31;0;19;0.62;0.0;0.38;0.62;40.771;:~ value(pc2,V1).[-V1@1, V1] 
14;3;3;3;150;50;31;0;19;0.62;0.0;0.38;0.62;52.201;:~ value(pc2,V1).[-V1@1, V1] 
14;4;4;3;150;50;31;0;19;0.62;0.0;0.38;0.62;64.304;:~ value(pc2,V1).[-V1@1, V1] 
14;5;5;3;150;50;40;0;10;0.8;0.0;0.2;0.8;75.415;:~ value(pc3,V1).[V1@5, V1] :~ value(pc11,V1).[-V1@4, V1] 
15;1;1;3;138;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;20.106;:~ value(pc0,V1).[-V1@1, V1] 
15;2;2;3;138;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;25.275;:~ value(pc2,V1).[-V1@1, V1] :~ value(pc0,V1).[-V1@2, V1] 
15;3;3;3;138;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;30.3;:~ value(pc0,V1).[-V1@3, V1] :~ value(pc19,V1).[V1@2, V1] 
15;4;4;3;138;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;37.879;:~ value(pc2,V1).[-V1@3, V1] :~ value(pc0,V1).[-V1@4, V1] 
15;5;5;3;138;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;43.2;:~ value(pc0,V1).[-V1@5, V1] :~ value(pc2,V1).[-V1@4, V1] 
20;1;1;3;145;49;31;0;18;0.6326530612244898;0.0;0.3673469387755102;0.6326530612244898;26.965;:~ value(pc2,V1).[-V1@1, V1] 
20;2;2;3;145;49;33;0;16;0.673469387755102;0.0;0.32653061224489793;0.673469387755102;39.551;:~ value(pc2,V1).[-V1@2, V1] :~ value(pc1,V1).[V1@1, V1] 
20;3;3;3;145;49;32;0;17;0.6530612244897959;0.0;0.3469387755102041;0.6530612244897959;50.782;:~ value(pc2,V1).[-V1@3, V1] :~ value(pc11,V1).[-V1@2, V1] 
20;4;4;3;145;49;32;0;17;0.6530612244897959;0.0;0.3469387755102041;0.6530612244897959;60.146;:~ value(pc2,V1).[-V1@4, V1] :~ value(pc0,V1).[-V1@3, V1] 
20;5;5;3;145;49;31;0;18;0.6326530612244898;0.0;0.3673469387755102;0.6326530612244898;73.474;:~ value(pc2,V1).[-V1@5, V1] :~ value(pc16,V1).[V1@4, V1] 
29;1;1;3;145;49;34;0;15;0.6938775510204082;0.0;0.30612244897959184;0.6938775510204082;18.854;:~ value(pc7,V1).[-V1@1, V1] 
29;2;2;3;145;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;24.128;:~ value(pc7,V1).[-V1@2, V1] :~ value(pc11,V1).[V1@1, V1] 
29;3;3;3;145;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;29.374;:~ value(pc2,V1).[V1@2, V1] :~ value(pc7,V1).[-V1@3, V1] 
29;4;4;3;145;49;34;0;15;0.6938775510204082;0.0;0.30612244897959184;0.6938775510204082;35.316;:~ value(pc7,V1).[-V1@4, V1] :~ value(pc17,V1).[V1@2, V1] 
29;5;5;3;145;49;34;0;15;0.6938775510204082;0.0;0.30612244897959184;0.6938775510204082;40.466;:~ value(pc8,V1).[V1@4, V1] :~ value(pc7,V1).[-V1@5, V1] 
32;1;1;3;142;46;27;0;19;0.5869565217391305;0.0;0.41304347826086957;0.5869565217391305;23.675;:~ value(pc11,V1).[-V1@1, V1] 
32;2;2;3;142;46;29;0;17;0.6304347826086957;0.0;0.3695652173913043;0.6304347826086957;28.065;:~ value(pc11,V1).[-V1@2, V1] :~ value(pc17,V1).[-V1@1, V1] 
32;3;3;3;142;46;31;0;15;0.6739130434782609;0.0;0.32608695652173914;0.6739130434782609;35.792;:~ value(pc4,V1).[V1@2, V1] :~ value(pc11,V1).[-V1@3, V1] 
32;4;4;3;142;46;31;0;15;0.6739130434782609;0.0;0.32608695652173914;0.6739130434782609;42.434;:~ value(pc4,V1).[V1@3, V1] :~ value(pc11,V1).[-V1@4, V1] 
32;5;5;3;142;46;29;0;17;0.6304347826086957;0.0;0.3695652173913043;0.6304347826086957;50.915;:~ value(pc11,V1).[-V1@5, V1] :~ value(pc17,V1).[-V1@4, V1] 
36;1;1;3;122;41;19;0;22;0.4634146341463415;0.0;0.5365853658536586;0.4634146341463415;24.203;:~ value(pc7,V1).[-V1@1, V1] 
36;2;2;3;122;41;32;0;9;0.7804878048780488;0.0;0.21951219512195122;0.7804878048780488;31.182;:~ value(pc14,V1).[V1@1, V1] :~ value(pc11,V1).[-V1@2, V1] 
36;3;3;3;122;41;32;0;9;0.7804878048780488;0.0;0.21951219512195122;0.7804878048780488;38.871;:~ value(pc14,V1).[V1@1, V1] :~ value(pc11,V1).[-V1@3, V1] 
36;4;4;3;122;41;32;0;9;0.7804878048780488;0.0;0.21951219512195122;0.7804878048780488;46.156;:~ value(pc11,V1).[-V1@4, V1] :~ value(pc14,V1).[V1@3, V1] 
36;5;5;3;122;41;32;0;9;0.7804878048780488;0.0;0.21951219512195122;0.7804878048780488;55.688;:~ value(pc11,V1).[-V1@5, V1] :~ value(pc14,V1).[V1@4, V1] 
